id_medida,id_legislature,id_dip1,name_dip1,id_dip2,name_dip2,ideo_dip1,ideo_dip2
11,1931-1933,7,Antonio Acuña Carballar,677,Alejandro Otero Fernandez,I,I
11,1931-1933,7,Antonio Acuña Carballar,752,Luis Prieto Jimenez,I,I
11,1931-1933,7,Antonio Acuña Carballar,775,Cayetano Redondo Aceña,I,I
11,1931-1933,7,Antonio Acuña Carballar,833,Jose Ruiz Del Toro,I,I
11,1931-1933,7,Antonio Acuña Carballar,840,Andres Saborit Colomer,I,I
11,1931-1933,7,Antonio Acuña Carballar,1000,Juan Simeon Vidarte Franco Romero,I,I
11,1931-1933,21,Manuel Albar Catalan,33,Jose Algora Gorbea,I,I
11,1931-1933,21,Manuel Albar Catalan,154,Enrique Heraclio Botana Perez,I,I
11,1931-1933,21,Manuel Albar Catalan,210,Hermenegildo Casas Jimenez,I,I
11,1931-1933,21,Manuel Albar Catalan,214,Miguel Castaño Quiñones,I,I
11,1931-1933,21,Manuel Albar Catalan,243,Manuel Cordero Perez,I,I
11,1931-1933,21,Manuel Albar Catalan,365,Antonio Garcia Prieto,I,I
11,1931-1933,21,Manuel Albar Catalan,606,Jose Molina Moreno,I,I
11,1931-1933,21,Manuel Albar Catalan,656,Alfredo Nistal Martinez,I,I
11,1931-1933,21,Manuel Albar Catalan,677,Alejandro Otero Fernandez,I,I
11,1931-1933,21,Manuel Albar Catalan,752,Luis Prieto Jimenez,I,I
11,1931-1933,21,Manuel Albar Catalan,775,Cayetano Redondo Aceña,I,I
11,1931-1933,21,Manuel Albar Catalan,833,Jose Ruiz Del Toro,I,I
11,1931-1933,21,Manuel Albar Catalan,840,Andres Saborit Colomer,I,I
11,1931-1933,21,Manuel Albar Catalan,1000,Juan Simeon Vidarte Franco Romero,I,I
11,1931-1933,33,Jose Algora Gorbea,154,Enrique Heraclio Botana Perez,I,I
11,1931-1933,33,Jose Algora Gorbea,210,Hermenegildo Casas Jimenez,I,I
11,1931-1933,33,Jose Algora Gorbea,214,Miguel Castaño Quiñones,I,I
11,1931-1933,33,Jose Algora Gorbea,243,Manuel Cordero Perez,I,I
11,1931-1933,33,Jose Algora Gorbea,365,Antonio Garcia Prieto,I,I
11,1931-1933,33,Jose Algora Gorbea,606,Jose Molina Moreno,I,I
11,1931-1933,33,Jose Algora Gorbea,656,Alfredo Nistal Martinez,I,I
11,1931-1933,33,Jose Algora Gorbea,677,Alejandro Otero Fernandez,I,I
11,1931-1933,33,Jose Algora Gorbea,752,Luis Prieto Jimenez,I,I
11,1931-1933,33,Jose Algora Gorbea,775,Cayetano Redondo Aceña,I,I
11,1931-1933,33,Jose Algora Gorbea,833,Jose Ruiz Del Toro,I,I
11,1931-1933,33,Jose Algora Gorbea,840,Andres Saborit Colomer,I,I
11,1931-1933,33,Jose Algora Gorbea,1000,Juan Simeon Vidarte Franco Romero,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,210,Hermenegildo Casas Jimenez,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,214,Miguel Castaño Quiñones,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,243,Manuel Cordero Perez,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,365,Antonio Garcia Prieto,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,606,Jose Molina Moreno,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,656,Alfredo Nistal Martinez,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,677,Alejandro Otero Fernandez,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,752,Luis Prieto Jimenez,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,775,Cayetano Redondo Aceña,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,833,Jose Ruiz Del Toro,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,840,Andres Saborit Colomer,I,I
11,1931-1933,154,Enrique Heraclio Botana Perez,1000,Juan Simeon Vidarte Franco Romero,I,I
